timestamp,TimeS,I,Alt,AltAMSL,Press,Temp,CRt,SMS,Offset,GndTemp,Health
1774627427.565038,2675.003767,1,-0.023681640625,162.82630920410156,99912.8203125,39.39,0.059723857790231705,2675003,0.0,18.13240623474121,1
1774627427.664815,2675.103544,1,-0.1354217529296875,162.71456909179688,99914.1328125,39.38,0.14794349670410156,2675103,0.0,18.13240623474121,1
1774627427.764965,2675.203694,1,0.0468902587890625,162.89688110351562,99911.9765625,39.38,0.09190559387207031,2675203,0.0,18.13240623474121,1
1774627427.864589,2675.303318,1,-0.00311279296875,162.8468780517578,99912.5703125,39.38,0.24442197382450104,2675303,0.0,18.13240623474121,1
1774627427.965302,2675.404031,1,-0.1677703857421875,162.68222045898438,99914.5390625,39.39,0.3556160628795624,2675404,0.0,18.13240623474121,1
1774627428.064492,2675.503221,1,0.0292510986328125,162.87924194335938,99912.1796875,39.39,0.03845297172665596,2675503,0.0,18.13240623474121,1
1774627428.16502,2675.603749,1,-0.1707000732421875,162.67929077148438,99914.5625,39.39,-0.1589694768190384,2675603,0.0,18.13240623474121,1
1774627428.264548,2675.703277,1,-0.04132080078125,162.8086700439453,99913.0234375,39.38,-0.044989582151174545,2675703,0.0,18.13240623474121,1
1774627428.364838,2675.803567,1,0.041015625,162.89100646972656,99912.0546875,39.38,-0.29300105571746826,2675803,0.0,18.13240623474121,1
1774627428.464758,2675.903487,1,-0.1354217529296875,162.71456909179688,99914.15625,39.39,-0.6298777461051941,2675903,0.0,18.13240623474121,1
1774627428.564681,2676.00341,1,-0.03839111328125,162.8115997314453,99913.0078125,39.38,-0.18386471271514893,2676003,0.0,18.13240623474121,1
1774627428.6644518,2676.103181,1,-0.156005859375,162.69398498535156,99914.3984375,39.39,0.4980277717113495,2676103,0.0,18.13240623474121,1
1774627428.764643,2676.203372,1,-0.020751953125,162.82923889160156,99912.8046875,39.38,0.46679016947746277,2676203,0.0,18.13240623474121,1
1774627428.8644989,2676.303228,1,0.1115875244140625,162.96157836914062,99911.21875,39.39,-0.022988323122262955,2676303,0.0,18.13240623474121,1
1774627428.9646978,2676.403427,1,-0.1207275390625,162.72926330566406,99913.9609375,39.39,-0.4052400588989258,2676403,0.0,18.13240623474121,1
1774627429.064426,2676.503155,1,0.117462158203125,162.9674530029297,99911.1640625,39.39,-0.4373741149902344,2676503,0.0,18.13240623474121,1
1774627429.164559,2676.603288,1,-0.00604248046875,162.8439483642578,99912.6015625,39.38,-0.25083062052726746,2676603,0.0,18.13240623474121,1
1774627429.2646759,2676.703405,1,-0.064849853515625,162.78514099121094,99913.3203125,39.39,-0.29036998748779297,2676703,0.0,18.13240623474121,1
1774627429.364389,2676.803118,1,-0.03839111328125,162.8115997314453,99912.9921875,39.38,-0.33358094096183777,2676803,0.0,18.13240623474121,1
1774627429.464585,2676.903314,1,-0.0354461669921875,162.81454467773438,99912.9609375,39.38,0.08544445037841797,2676903,0.0,18.13240623474121,1
1774627429.564362,2677.003091,1,-0.1765899658203125,162.67340087890625,99914.625,39.39,0.5467510223388672,2677003,0.0,18.13240623474121,1
1774627429.664501,2677.10323,1,0.014556884765625,162.8645477294922,99912.3671875,39.39,0.5256271958351135,2677103,0.0,18.13240623474121,1
1774627429.764301,2677.20303,1,-0.029571533203125,162.82041931152344,99912.90625,39.39,0.05882740765810013,2677203,0.0,18.13240623474121,1
1774627429.864531,2677.30326,1,0.1703948974609375,163.0203857421875,99910.5078125,39.38,-0.4052257537841797,2677303,0.0,18.13240623474121,1
1774627429.964328,2677.403057,1,-0.1118927001953125,162.73809814453125,99911.859375,39.39,-0.3126032054424286,2677403,0.0,18.03890609741211,1
1774627430.064799,2677.503528,1,-0.179534912109375,162.6704559326172,99912.65625,39.39,0.04908483847975731,2677503,0.0,18.03890609741211,1
1774627430.1644208,2677.60315,1,-0.1883544921875,162.66163635253906,99912.75,39.39,0.1637478470802307,2677603,0.0,18.03890609741211,1
1774627430.264705,2677.703434,1,-0.1207122802734375,162.72927856445312,99911.9609375,39.38,0.22971154749393463,2677703,0.0,18.03890609741211,1
1774627430.364524,2677.803253,1,-0.2912750244140625,162.5587158203125,99913.9921875,39.39,0.23184695839881897,2677803,0.0,18.03890609741211,1
1774627430.464511,2677.90324,1,-0.2030487060546875,162.64694213867188,99912.921875,39.39,0.13276457786560059,2677903,0.0,18.03890609741211,1
1774627430.564219,2678.002948,1,-0.1060028076171875,162.74398803710938,99911.765625,39.39,-0.0027465831954032183,2678002,0.0,18.03890609741211,1
1774627430.664481,2678.10321,1,-0.282440185546875,162.5675506591797,99913.875,39.39,-0.5482363700866699,2678103,0.0,18.03890609741211,1
1774627430.764219,2678.202948,1,-0.1912994384765625,162.65869140625,99912.796875,39.39,-1.1291043758392334,2678202,0.0,18.03890609741211,1
1774627430.864354,2678.303083,1,-0.2001190185546875,162.64987182617188,99912.875,39.39,-0.7571887373924255,2678303,0.0,18.03890609741211,1
1774627430.96417,2678.402899,1,-0.2501068115234375,162.59988403320312,99913.484375,39.39,0.30308765172958374,2678402,0.0,18.03890609741211,1
1774627431.064401,2678.50313,1,-0.10894775390625,162.7410430908203,99911.796875,39.39,0.8031129837036133,2678503,0.0,18.03890609741211,1
1774627431.164177,2678.602906,1,-0.1030731201171875,162.74691772460938,99911.7265625,39.39,0.41810986399650574,2678602,0.0,18.03890609741211,1
1774627431.264386,2678.703115,1,-0.2001190185546875,162.64987182617188,99912.890625,39.39,0.11580466479063034,2678703,0.0,18.03890609741211,1
1774627431.364254,2678.802983,1,-0.158935546875,162.69105529785156,99912.421875,39.39,0.1663350909948349,2678802,0.0,18.03890609741211,1
1774627431.464406,2678.903135,1,0.082183837890625,162.9321746826172,99909.546875,39.39,-0.26740550994873047,2678903,0.0,18.03890609741211,1
1774627431.564095,2679.002824,1,-0.2794952392578125,162.57049560546875,99913.828125,39.39,-0.960264265537262,2679002,0.0,18.03890609741211,1
1774627431.664397,2679.103126,1,-0.150115966796875,162.6998748779297,99912.3125,39.39,-0.8564329743385315,2679103,0.0,18.03890609741211,1
1774627431.7641358,2679.202865,1,-0.2089385986328125,162.64105224609375,99913.015625,39.39,-0.11672497540712357,2679202,0.0,18.03890609741211,1
1774627431.864557,2679.303286,1,-0.2353973388671875,162.61459350585938,99913.296875,39.39,0.3758096694946289,2679303,0.0,18.03890609741211,1
1774627431.964105,2679.402834,1,-0.2412872314453125,162.60870361328125,99913.390625,39.39,0.24349689483642578,2679402,0.0,18.03890609741211,1
1774627432.064565,2679.503294,1,-0.1824798583984375,162.66751098632812,99912.6796875,39.39,-0.32897475361824036,2679503,0.0,18.03890609741211,1
1774627432.164108,2679.602837,1,-0.3500823974609375,162.49990844726562,99914.671875,39.39,-0.6055593490600586,2679602,0.0,18.03890609741211,1
1774627432.2645109,2679.70324,1,-0.2765655517578125,162.57342529296875,99913.796875,39.39,-0.07075309753417969,2679703,0.0,18.03890609741211,1
1774627432.3642519,2679.802981,1,-0.332427978515625,162.51756286621094,99914.453125,39.39,0.6368064880371094,2679802,0.0,18.03890609741211,1
1774627432.464578,2679.903307,1,0.038055419921875,162.88804626464844,99913.90625,39.39,0.7296181321144104,2679903,0.0,18.025039672851562,1
1774627432.564102,2680.002831,1,0.038055419921875,162.88804626464844,99913.890625,39.39,0.6717061996459961,2680002,0.0,18.025039672851562,1
1774627432.6644518,2680.103181,1,0.173309326171875,163.02330017089844,99912.296875,39.39,1.0226821899414062,2680103,0.0,18.025039672851562,1
1774627432.764107,2680.202836,1,0.055694580078125,162.9056854248047,99913.703125,39.39,0.933527946472168,2680202,0.0,18.025039672851562,1
1774627432.8645,2680.303229,1,0.02923583984375,162.8792266845703,99914.0234375,39.39,0.07897377759218216,2680303,0.0,18.025039672851562,1
1774627432.963964,2680.402693,1,0.3232879638671875,163.17327880859375,99910.515625,39.39,-0.2279043197631836,2680402,0.0,18.025039672851562,1
1774627433.064342,2680.503071,1,0.13214111328125,162.9821319580078,99912.796875,39.39,0.3105926513671875,2680503,0.0,18.025039672851562,1
1774627433.164239,2680.602968,1,0.0821533203125,162.93214416503906,99913.390625,39.39,0.7378817200660706,2680602,0.0,18.025039672851562,1
1774627433.264255,2680.702984,1,-0.0501708984375,162.79981994628906,99914.953125,39.39,0.6984057426452637,2680702,0.0,18.025039672851562,1
1774627433.363993,2680.802722,1,0.0821533203125,162.93214416503906,99913.390625,39.39,0.025844179093837738,2680802,0.0,18.025039672851562,1
1774627433.464449,2680.903178,1,0.0262908935546875,162.87628173828125,99914.046875,39.39,-1.012605905532837,2680903,0.0,18.025039672851562,1
1774627433.563957,2681.002686,1,0.0821533203125,162.93214416503906,99913.390625,39.39,-1.1559582948684692,2681002,0.0,18.025039672851562,1
1774627433.664167,2681.102896,1,-0.041351318359375,162.8086395263672,99914.84375,39.4,-0.03883820399641991,2681102,0.0,18.025039672851562,1
1774627433.764184,2681.202913,1,0.023345947265625,162.8733367919922,99914.078125,39.4,0.7718467712402344,2681202,0.0,18.025039672851562,1
1774627433.86398,2681.302709,1,0.0145263671875,162.86451721191406,99914.171875,39.39,0.17162923514842987,2681302,0.0,18.025039672851562,1
1774627433.963994,2681.402723,1,-0.0148773193359375,162.83511352539062,99914.515625,39.4,-0.6173291206359863,2681402,0.0,18.025039672851562,1
1774627434.064138,2681.502867,1,0.020416259765625,162.8704071044922,99914.109375,39.39,-0.4897294044494629,2681502,0.0,18.025039672851562,1
1774627434.1638649,2681.602594,1,0.088043212890625,162.9380340576172,99913.296875,39.39,0.02940177358686924,2681602,0.0,18.025039672851562,1
1774627434.2638829,2681.702612,1,0.123321533203125,162.9733123779297,99912.90625,39.39,0.5338906645774841,2681702,0.0,18.025039672851562,1
1774627434.363883,2681.802612,1,0.02923583984375,162.8792266845703,99914.015625,39.39,0.7810735106468201,2681802,0.0,18.025039672851562,1
1774627434.463871,2681.9026,1,0.090972900390625,162.9409637451172,99913.265625,39.39,0.3611326217651367,2681902,0.0,18.025039672851562,1
1774627434.563883,2682.002612,1,0.0262908935546875,162.87628173828125,99914.046875,39.39,-0.3197622001171112,2682002,0.0,18.025039672851562,1
1774627434.663907,2682.102636,1,0.0498046875,162.89979553222656,99913.765625,39.39,-0.585322380065918,2682102,0.0,18.025039672851562,1
1774627434.764046,2682.202775,1,0.0821533203125,162.93214416503906,99913.390625,39.4,-0.3510093688964844,2682202,0.0,18.025039672851562,1
1774627434.864089,2682.302818,1,-0.1236724853515625,162.726318359375,99915.8125,39.4,-0.09739400446414948,2682302,0.0,18.025039672851562,1
1774627434.964163,2682.402892,1,0.020416259765625,162.8704071044922,99914.125,39.4,-0.3363180160522461,2682402,0.0,18.025039672851562,1
1774627435.063842,2682.502571,1,0.046875,162.89686584472656,99913.796875,39.39,-0.5210351943969727,2682502,0.0,18.025039672851562,1
1774627435.164062,2682.602791,1,0.070404052734375,162.92039489746094,99913.515625,39.39,-0.06158352270722389,2682602,0.0,18.025039672851562,1
1774627435.26389,2682.702619,1,0.0027618408203125,162.85275268554688,99914.3125,39.4,0.27658939361572266,2682702,0.0,18.025039672851562,1
1774627435.36403,2682.802759,1,0.0615692138671875,162.91156005859375,99913.625,39.4,0.065245620906353,2682802,0.0,18.025039672851562,1
1774627435.46406,2682.902789,1,0.005706787109375,162.85569763183594,99914.296875,39.4,0.024805063381791115,2682902,0.0,18.025039672851562,1
1774627435.56401,2683.002739,1,0.13214111328125,162.9821319580078,99912.796875,39.4,0.4006338119506836,2683002,0.0,18.025039672851562,1
1774627435.664025,2683.102754,1,-0.10308837890625,162.7469024658203,99915.5859375,39.4,0.4502582848072052,2683102,0.0,18.025039672851562,1
1774627435.7639,2683.202629,1,0.0145263671875,162.86451721191406,99914.1875,39.4,-0.3004741370677948,2683202,0.0,18.025039672851562,1
1774627435.864032,2683.302761,1,0.076263427734375,162.92625427246094,99913.4375,39.39,-1.0135173797607422,2683302,0.0,18.025039672851562,1
1774627435.9642189,2683.402948,1,0.1674346923828125,163.01742553710938,99912.375,39.4,-0.634002685546875,2683402,0.0,18.025039672851562,1
1774627436.063725,2683.502454,1,-0.03546142578125,162.8145294189453,99914.7890625,39.4,0.3455066382884979,2683502,0.0,18.025039672851562,1
1774627436.164211,2683.60294,1,0.158599853515625,163.0085906982422,99912.46875,39.4,0.6716775894165039,2683602,0.0,18.025039672851562,1
1774627436.2640169,2683.702746,1,0.123321533203125,162.9733123779297,99912.875,39.4,0.2875852882862091,2683702,0.0,18.025039672851562,1
1774627436.364109,2683.802838,1,-0.1795501708984375,162.67044067382812,99916.4921875,39.4,0.028471942991018295,2683802,0.0,18.025039672851562,1
1774627436.463767,2683.902496,1,0.0615692138671875,162.91156005859375,99913.6328125,39.4,0.20490169525146484,2683902,0.0,18.025039672851562,1
1774627436.56417,2684.002899,1,-0.10308837890625,162.7469024658203,99915.5703125,39.4,0.6073856353759766,2684002,0.0,18.025039672851562,1
1774627436.663637,2684.102366,1,-0.13543701171875,162.7145538330078,99915.9765625,39.4,0.7865810394287109,2684102,0.0,18.025039672851562,1
1774627436.763972,2684.202701,1,-0.017822265625,162.83216857910156,99914.5546875,39.4,0.245361328125,2684202,0.0,18.025039672851562,1
1774627436.863998,2684.302727,1,0.040985107421875,162.89097595214844,99913.8828125,39.4,-0.49158570170402527,2684302,0.0,18.025039672851562,1
1774627436.963893,2684.402622,1,0.114501953125,162.96449279785156,99913.0078125,39.4,-0.45392510294914246,2684402,0.0,18.025039672851562,1
1774627437.063636,2684.502365,1,0.058624267578125,162.9086151123047,99913.6640625,39.4,-0.09557247161865234,2684502,0.0,18.025039672851562,1
