timestamp,TimeS,IMU,VibeX,VibeY,VibeZ,Clip
1774627427.584925,2675.023654,2,0.04849832504987717,0.1581764817237854,0.09442296624183655,0
1774627427.624964,2675.063693,2,0.04566945880651474,0.1552656590938568,0.08996976166963577,0
1774627427.6653259,2675.104055,2,0.04979196563363075,0.1605452448129654,0.09270720928907394,0
1774627427.705054,2675.143783,2,0.04783967509865761,0.15523743629455566,0.09972631186246872,0
1774627427.744952,2675.183681,2,0.05221996456384659,0.1662943959236145,0.09798627346754074,0
1774627427.7849379,2675.223667,2,0.05509360507130623,0.17022645473480225,0.09749671071767807,0
1774627427.824897,2675.263626,2,0.05171341821551323,0.16585926711559296,0.09494782239198685,0
1774627427.8651419,2675.303871,2,0.049703534692525864,0.16878509521484375,0.0933176577091217,0
1774627427.904893,2675.343622,2,0.05210952088236809,0.1732168197631836,0.09569620341062546,0
1774627427.944962,2675.383691,2,0.05722499266266823,0.16729982197284698,0.09316253662109375,0
1774627427.984933,2675.423662,2,0.05714206397533417,0.17213959991931915,0.09667439758777618,0
1774627428.024903,2675.463632,2,0.05555218085646629,0.16917043924331665,0.09598094969987869,0
1774627428.065023,2675.503752,2,0.05208894982933998,0.16515159606933594,0.09616018086671829,0
1774627428.104894,2675.543623,2,0.04969988018274307,0.16956807672977448,0.08863530308008194,0
1774627428.144952,2675.583681,2,0.048827752470970154,0.1657622903585434,0.09042316675186157,0
1774627428.184792,2675.623521,2,0.047669846564531326,0.1662541925907135,0.08589017391204834,0
1774627428.224881,2675.66361,2,0.047754425555467606,0.16999030113220215,0.08368854224681854,0
1774627428.265075,2675.703804,2,0.049471937119960785,0.16423022747039795,0.08425857126712799,0
1774627428.3048658,2675.743595,2,0.04905707389116287,0.16822746396064758,0.08773226290941238,0
1774627428.345106,2675.783835,2,0.046027831733226776,0.1676899641752243,0.09191222488880157,0
1774627428.3851159,2675.823845,2,0.058408644050359726,0.16449035704135895,0.08355940878391266,0
1774627428.425158,2675.863887,2,0.05944989621639252,0.17160160839557648,0.079962357878685,0
1774627428.465183,2675.903912,2,0.05750958248972893,0.16732098162174225,0.07612364739179611,0
1774627428.505089,2675.943818,2,0.05461835861206055,0.16517892479896545,0.07416533678770065,0
1774627428.5450249,2675.983754,2,0.04999702051281929,0.16742649674415588,0.08132755011320114,0
1774627428.585075,2676.023804,2,0.047429509460926056,0.16282665729522705,0.08866642415523529,0
1774627428.6253378,2676.064067,2,0.046224698424339294,0.16294802725315094,0.08635193109512329,0
1774627428.6649508,2676.10368,2,0.05721075087785721,0.1673637479543686,0.08604667335748672,0
1774627428.705052,2676.143781,2,0.053785499185323715,0.16426286101341248,0.0847250446677208,0
1774627428.744861,2676.18359,2,0.04816379025578499,0.1770380288362503,0.0827864557504654,0
