timestamp,TimeS,IMU,VibeX,VibeY,VibeZ,Clip
1774627427.584925,2675.023654,0,0.1229248121380806,0.1961485743522644,0.09398742020130157,0
1774627427.624964,2675.063693,0,0.10230263322591782,0.18639203906059265,0.08760066330432892,0
1774627427.6653259,2675.104055,0,0.08876276761293411,0.19700758159160614,0.08653416484594345,0
1774627427.705054,2675.143783,0,0.07461405545473099,0.2053433656692505,0.09430009126663208,0
1774627427.744952,2675.183681,0,0.09389093518257141,0.20203740894794464,0.10169045627117157,0
1774627427.7849379,2675.223667,0,0.14539547264575958,0.19992804527282715,0.11326812207698822,0
1774627427.824897,2675.263626,0,0.13995403051376343,0.194266214966774,0.12090618163347244,0
1774627427.8651419,2675.303871,0,0.12322933226823807,0.19411736726760864,0.11874820291996002,0
1774627427.904893,2675.343622,0,0.11767145991325378,0.19794319570064545,0.11709149181842804,0
1774627427.944962,2675.383691,0,0.13911597430706024,0.195131316781044,0.1263883411884308,0
1774627427.984933,2675.423662,0,0.11388261616230011,0.19422495365142822,0.124381884932518,0
1774627428.024903,2675.463632,0,0.10576894879341125,0.20341992378234863,0.1182989627122879,0
1774627428.065023,2675.503752,0,0.10445307940244675,0.20115593075752258,0.10616215318441391,0
1774627428.104894,2675.543623,0,0.09177301079034805,0.2073301523923874,0.09398025274276733,0
1774627428.144952,2675.583681,0,0.0944121852517128,0.20217864215373993,0.09476175904273987,0
1774627428.184792,2675.623521,0,0.09521196782588959,0.1950027048587799,0.08532893657684326,0
1774627428.224881,2675.66361,0,0.10015463083982468,0.20937654376029968,0.08222915977239609,0
1774627428.265075,2675.703804,0,0.12888088822364807,0.19394376873970032,0.09783943742513657,0
1774627428.3048658,2675.743595,0,0.14700615406036377,0.18738575279712677,0.11662394553422928,0
1774627428.345106,2675.783835,0,0.14861951768398285,0.18712031841278076,0.13275204598903656,0
1774627428.3851159,2675.823845,0,0.1522798240184784,0.19068235158920288,0.12374907732009888,0
1774627428.425158,2675.863887,0,0.15257246792316437,0.19663533568382263,0.1237349808216095,0
1774627428.465183,2675.903912,0,0.1438448280096054,0.19214792549610138,0.12786100804805756,0
1774627428.505089,2675.943818,0,0.13410574197769165,0.18329985439777374,0.11731722950935364,0
1774627428.5450249,2675.983754,0,0.12611757218837738,0.18528594076633453,0.10391754657030106,0
1774627428.585075,2676.023804,0,0.1079394668340683,0.18462565541267395,0.09619998931884766,0
1774627428.6253378,2676.064067,0,0.09610166400671005,0.18975025415420532,0.08696827292442322,0
1774627428.6649508,2676.10368,0,0.11567103117704391,0.1941593885421753,0.0873817503452301,0
1774627428.705052,2676.143781,0,0.13278228044509888,0.1919204741716385,0.1011640727519989,0
1774627428.744861,2676.18359,0,0.12034974247217178,0.19759637117385864,0.10579317808151245,0
1774627428.784817,2676.223546,0,0.16950896382331848,0.22477984428405762,0.11789828538894653,0
1774627428.824844,2676.263573,0,0.5709390044212341,0.31546276807785034,0.136383056640625,0
1774627428.8654659,2676.304195,0,0.5303006172180176,0.2805021405220032,0.1578507125377655,0
1774627428.904712,2676.343441,0,0.44375893473625183,0.2414470762014389,0.1305481642484665,0
1774627428.9447489,2676.383478,0,0.3772279918193817,0.19423994421958923,0.11426274478435516,0
1774627428.984835,2676.423564,0,0.327335387468338,0.16653278470039368,0.10474386066198349,0
1774627429.024772,2676.463501,0,0.283438116312027,0.14769873023033142,0.0850757583975792,0
1774627429.064967,2676.503696,0,0.2526359558105469,0.13804470002651215,0.0793016105890274,0
1774627429.105002,2676.543731,0,0.23508407175540924,0.14872199296951294,0.07799619436264038,0
1774627429.144959,2676.583688,0,0.20390371978282928,0.13161490857601166,0.0765102356672287,0
1774627429.184946,2676.623675,0,0.1796904057264328,0.12171293795108795,0.06651224941015244,0
1774627429.225004,2676.663733,0,0.1510511189699173,0.10140439122915268,0.05551336705684662,0
1774627429.2652469,2676.703976,0,0.12022906541824341,0.08413686603307724,0.04580032825469971,0
1774627429.304772,2676.743501,0,0.09466934949159622,0.0666411966085434,0.0376761332154274,0
1774627429.345063,2676.783792,0,0.07551909983158112,0.05293266102671623,0.031193001195788383,0
1774627429.384889,2676.823618,0,0.06186485290527344,0.043703123927116394,0.025413794443011284,0
1774627429.424962,2676.863691,0,0.05321076512336731,0.03697213903069496,0.021729150786995888,0
1774627429.4650729,2676.903802,0,0.04754512384533882,0.03342202305793762,0.01784691773355007,0
1774627429.5049229,2676.943652,0,0.04113761708140373,0.029115665704011917,0.01643761806190014,0
1774627429.544937,2676.983666,0,0.03502995893359184,0.02484668418765068,0.013630417175590992,0
1774627429.584934,2677.023663,0,0.02830497920513153,0.020786842331290245,0.012073496356606483,0
1774627429.6250908,2677.06382,0,0.022948037832975388,0.01690031960606575,0.010307214222848415,0
1774627429.6650128,2677.103742,0,0.01900213398039341,0.01366464328020811,0.01022882480174303,0
1774627429.705114,2677.143843,0,0.015955809503793716,0.011997731402516365,0.009193063713610172,0
1774627429.7448869,2677.183616,0,0.014531340450048447,0.010497523471713066,0.008622651919722557,0
